id,text
Container Booking,Weight and size attributes for EITU2679636 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Pasir Panjang misallocated. Voyage YK92; last known location Block G7. Suspect duplicate CODECO from yesterday caused field overwrite. | Fixed API mapping for party roles and flushed CDN. Repaired affected records (voyage YK92); set monitors for attribute flip-flop bursts. All identifiers are randomized placeholders. | Fixed API mapping for party roles and flushed CDN. Repaired affected records (voyage YK92); set monitors for attribute flip-flop bursts. All identifiers are randomized placeholders.
Vessel,"Issue: Similar to the previous case CS0053439-INC0159773/L, a duplicate system vessel name exists for MV ADRIAN MAERSK with callsign OZUU2. There is a conflict between this vessel and another with callsign 5LLT3, causing an error while creating a new Vessel Advice. The team requests to change the system vessel name to ADRIAN MSK to avoid conflicts. | Identify Duplicate Vessel Name: Review the system or vessel management platform to confirm that the conflict exists between ADRIAN MAERSK and ADRIAN MS due to the same vessel name but different callsigns. Check if the system flags the duplicate vessel name and lists both callsigns under similar entries. Update Vessel Name in the System: Change the system vessel name for ADRIAN MAERSK (OZUU2) to ADRIAN MSK directly in the vessel management interface. This can be done through the system's Vessel Details page or name edit feature if available. Ensure that the name change reflects in all associated platforms, including Vessel Advice creation and Vessel Registration. Verify the Fix and Resubmit Vessel Advice: After making the name change, test the process by creating a new Vessel Advice for ADRIAN MSK. Confirm that the error no longer occurs. If the issue persists, escalate to the technical support team for a deeper investigation. | Identify Duplicate Vessel Name: Review the system or vessel management platform to confirm that the conflict exists between ADRIAN MAERSK and ADRIAN MS due to the same vessel name but different callsigns. Check if the system flags the duplicate vessel name and lists both callsigns under similar entries. Update Vessel Name in the System: Change the system vessel name for ADRIAN MAERSK (OZUU2) to ADRIAN MSK directly in the vessel management interface. This can be done through the system's Vessel Details page or name edit feature if available. Ensure that the name change reflects in all associated platforms, including Vessel Advice creation and Vessel Registration. Verify the Fix and Resubmit Vessel Advice: After making the name change, test the process by creating a new Vessel Advice for ADRIAN MSK. Confirm that the error no longer occurs. If the issue persists, escalate to the technical support team for a deeper investigation."
Vessel,"EDIFACT COPRAR inconsistency for MV SUNRISE REEF/7A: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
Vessel,"ETA/ETB mismatch for MV SUNRISE REEF (IMO 4640580, CS-DSG64) on voyage 7A. Berth plan shows ETB at BP07 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at Tuas Port reflects older figures. Pilotage request pending; quay Q3 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
Vessel,"EDIFACT COPRAR inconsistency for MV NORTHERN SKY/002E: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team"
Vessel,"ETA/ETB mismatch for MV SUNRISE REEF (IMO 2797106, CS-IHB86) on voyage 002E. Berth plan shows ETB at BP02 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Keppel reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
Vessel,"ANSI X12 315 inconsistency for MV PACIFIC GLORY/12B: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
EDI/API,"Field mapping mismatch across systems for container HLCU9590776. Partner Partner-E posted EDIFACT COPRAR with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at Pasir Panjang Terminal 2. Booking BK-5LEE473P shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. Context tokens: HIGHWAY, OGSMAASIN2500436. All numeric identifiers are randomized placeholders; no credentials stored. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable. | Set precedence to TOS for equipment attributes; forced cache purge and re-index. Backfilled corrected attributes, then locked fields for 6h to prevent drift. Added rule to reject backdated EDI updates if newer move exists within 120 minutes. Communications used masked ticket references where applicable."
Vessel,"Schedule API intermittently returns 502 for MV SEA HORIZON/105N; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Container Report,Auth token rejection for HLCU0505551 on '/bookings/search'. Node clock skew surfacing as intermittent 401/403; partial data for ~18 minutes prior to mitigation. | Rolled back gateway buffering; enabled keep-alive upstream. Raised SLI alerts for error-rate/latency with auto-page. Coordinated cipher suite update with partner. | Rolled back gateway buffering; enabled keep-alive upstream. Raised SLI alerts for error-rate/latency with auto-page. Coordinated cipher suite update with partner.
Container Booking,"Discrepancy between customer portal and TOS for container EMCU3381866 on voyage HB54. Portal shows 'Loaded @ BP03' while TOS indicates 'In Yard - Block C4'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-U8IOGXPB and seal S4232-QPA included (randomized placeholders). Yard crane YC22 handled the last move at PSA Tanjong Pagar. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference. | Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference."
Container Report,Duplicate EDIFACT CODECO received with conflicting eventTime for NYKU9415355. Later message had older timestamp; last-writer-wins regressed status. | Escalate to Container Product Team | Escalate to Container Product Team
Vessel,"ANSI X12 301 inconsistency for MV SILVER CURRENT/105N: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
Container Booking,"Discrepancy between customer portal and TOS for container ONEU4133958 on voyage VA61. Portal shows 'Loaded @ BP02' while TOS indicates 'In Yard - Block A1'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-PPVOHSMD and seal S8972-SLH included (randomized placeholders). Yard crane QC18 handled the last move at PSA Tanjong Pagar. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs."
EDI/API,"Field mapping mismatch across systems for container CMAU6823528. Partner Partner-C posted EDIFACT COARRI with size/type as 22G1, but our master lists 45R1. Public API reflected partner payload, breaking yard slotting at Tuas Port. Booking BK-HWUOIL2R shows reefer flag OFF while TOS maintains ON. Audit indicates stale backfill job re-applied older attributes. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team"
Vessel,"BAPLIE inconsistency for MV CORAL WAVE/19E: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team"
EDI/API,Unexpected qualifier 'ACD' in EQD segment from Partner-E; schema validation failed; containers in the message not reflected on the portal timeline. Context tokens: EDI. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); patched translator for partner-specific tolerance; reprocessed from quarantine; verified pipeline end-to-end. Communications used masked ticket references where applicable.
IMPORT/EXPORT,[MT_PPT] pc. [] NullPointerException: null (RQID:a41f-0be-5689-1e42-2b509) Root cause: java.lang.NullPointerException at com.MtTopUpBackend.constructAndPublishMessage(MtTopUpBackend.java:64) at com.MtTopUpBackend.startProcess(MtTopUpBackend.java:276) at com.MtTopUpBackendApplication.run(MtTopUpBackendApplication.java:34) | The exception is due to call yardSettings failed at 1:00 run. The following run successfully. | The exception is due to call yardSettings failed at 1:00 run. The following run successfully.
EDI/API,Shipper/consignee role swap observed on API payload for HLCU9973923. Upstream denormalization reversed NAD qualifiers; billing prep failed validation. Partner: Partner-E; affected terminal: PSA Tanjong Pagar. All numeric identifiers are randomized placeholders; no credentials stored. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable. | Patched mapper to respect NAD roles; added tests for role inversion; flushed CDN. Sent sanitized incident summary to stakeholders; identifiers masked. Communications used masked ticket references where applicable.
Container Report,"Translator rejected EDIFACT IFTSTA for NYKU6166443: segment count mismatch, sequence skipped 018→019→021. Missing public milestone though warehouse shows correct move. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews. | Enabled conflict resolution preferring max(eventTime); replayed from quarantine; validated against TOS/warehouse scans; added anomaly detection for >30m skews."
Container Booking,Mismatched shipment party codes for EMCU9278087. Shipper/consignee swapped after a backfill job. Customer raised billing risk; TOS remains accurate but public API cached the wrong roles. Affected terminal: Pasir Panjang Terminal 2; booking BK-XZ2C9ROS. | Fixed API mapping for party roles and flushed CDN. Repaired affected records (voyage ZX77); set monitors for attribute flip-flop bursts. All identifiers are randomized placeholders. | Fixed API mapping for party roles and flushed CDN. Repaired affected records (voyage ZX77); set monitors for attribute flip-flop bursts. All identifiers are randomized placeholders.
Container Booking,Mismatched shipment party codes for CMAU9370660. Shipper/consignee swapped after a backfill job. Customer raised billing risk; TOS remains accurate but public API cached the wrong roles. Affected terminal: Pasir Panjang Terminal 2; booking BK-YW7NH8RQ. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs.
EDI/API,"Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-B, while TOS computed local UTC+8. Container ONEU6487844 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-SQ59ACG1 not impacted operationally but customer view inconsistent. All numeric identifiers are randomized placeholders; no credentials stored. | Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-B, while TOS computed local UTC+8. Container ONEU6487844 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-SQ59ACG1 not impacted operationally but customer view inconsistent. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict. | Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-B, while TOS computed local UTC+8. Container ONEU6487844 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-SQ59ACG1 not impacted operationally but customer view inconsistent. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict."
Vessel,"The weather delay was not accounted for in the scheduling system, leading to discrepancies in the vessel’s ETA and missed berth slots. | A weather diversion protocol was triggered in the system, and the system was updated to allow for automatic adjustment of ETAs based on weather data. Manual intervention was also used to reassign berth slots and cranes. | A weather diversion protocol was triggered in the system, and the system was updated to allow for automatic adjustment of ETAs based on weather data. Manual intervention was also used to reassign berth slots and cranes."
Vessel,"ETA/ETB mismatch for MV SILVER CURRENT (IMO 3398789, CS-JEQ0D) on voyage 211S. Berth plan shows ETB at BP03 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Keppel reflects older figures. Pilotage request pending; quay Q3 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team"
Container Booking,"Discrepancy between customer portal and TOS for container MSCU8894333 on voyage QS19. Portal shows 'Loaded @ TU11' while TOS indicates 'In Yard - Block A1'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-4X2EK3ZE and seal S8685-QAC included (randomized placeholders). Yard crane QC11 handled the last move at PSA Keppel. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs."
EDI/API,"Intermittent 408 on '/manifest/validate' during webhook deliveries to Partner-B. slowest 5% of requests latency > 12s triggered breaker; retries hit max; delivery backlog observed. Downstream customer timeline showed gaps; Pasir Panjang Terminal 2 ops unaffected but visibility degraded. All numeric identifiers are randomized placeholders; no credentials stored. | Intermittent 408 on '/manifest/validate' during webhook deliveries to Partner-B. slowest 5% of requests latency > 12s triggered breaker; retries hit max; delivery backlog observed. Downstream customer timeline showed gaps; Pasir Panjang Terminal 2 ops unaffected but visibility degraded. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict. | Intermittent 408 on '/manifest/validate' during webhook deliveries to Partner-B. slowest 5% of requests latency > 12s triggered breaker; retries hit max; delivery backlog observed. Downstream customer timeline showed gaps; Pasir Panjang Terminal 2 ops unaffected but visibility degraded. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict."
Container Booking,401 responses and timeouts on '/edi/upload' when querying OOLU5413403. slowest 5% of requests latency > 10s; retries exhausted—gaps visible in customer timeline. Coincides with partner load test near Pasir Panjang Terminal 2. | Escalate to Container Product Team | Escalate to Container Product Team
Container Booking,Weight and size attributes for MSCU3225855 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1—slot planning at PSA Pasir Panjang misallocated. Voyage QS19; last known location Block G7. Suspect duplicate CODECO from yesterday caused field overwrite. | Weight and size attributes for MSCU3225855 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1 slot planning at PSA Pasir Panjang misallocated. Voyage QS19; last known location Block G7. Suspect duplicate CODECO from yesterday caused field overwrite.': Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference. | Weight and size attributes for MSCU3225855 do not align with manifest data. OMS lists 22G1 whereas the EDI intake translated to 45R1 slot planning at PSA Pasir Panjang misallocated. Voyage QS19; last known location Block G7. Suspect duplicate CODECO from yesterday caused field overwrite.': Ran de-duplication on EDI queue and restored the correct CODECO snapshot. Set precedence to prefer TOS for equipment attributes; added a rule to reject backdated updates within 120 minutes. Customer notified using a masked ticket reference.
Container Report,"The OCR system failed to process the container ID correctly, causing a disruption in dispatch due to manifest discrepancies. | Corrected the seal entry and routed any doubtful OCR reads to manual validation for a 24-hour period. Additionally, the OCR system was retrained with low-light samples, and an operational bulletin was issued to inform teams about the updated process. | Corrected the seal entry and routed any doubtful OCR reads to manual validation for a 24-hour period. Additionally, the OCR system was retrained with low-light samples, and an operational bulletin was issued to inform teams about the updated process."
Vessel,Schedule API intermittently returns 504 for MV TITAN CREST/88D; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Pasir Panjang. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team
Container Booking,"Discrepancy between customer portal and TOS for container EMCU1045618 on voyage QS19. Portal shows 'Loaded @ TU13' while TOS indicates 'In Yard - Block B3'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-1N6KVPUC and seal S2625-8HH included (randomized placeholders). Yard crane QC15 handled the last move at PSA Pasir Panjang. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs. | Ran cross-system compare and forced cache invalidation. Re-ordered events by eventTime; replayed 'Yard Move Completed'. Corrected size/type to manifest truth and locked the attribute for 6 hours. Published reconciliation summary with sanitized diffs."
Vessel,"ETA/ETB mismatch for MV BLUE ORBIT (IMO 1032016, CS-RX2DX) on voyage 002E. Berth plan shows ETB at BP05 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Tanjong Pagar reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to Vessel Product Team | Escalate to Vessel Product Team"
Vessel,"Schedule API intermittently returns 401 for MV SILVER CURRENT/43C; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at Tuas Port. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Container Booking,"Reefer TGHU2177796 telemetry gap. Temperature feed offline briefly; backfill later within acceptable range. Yard block D2, handled by YC22. | Reset telemetry bridge; enabled store-and-forward; alert for >5m gaps; confirmed stability post-recovery; tagged for periodic review. | Reset telemetry bridge; enabled store-and-forward; alert for >5m gaps; confirmed stability post-recovery; tagged for periodic review."
Vessel,"BAPLIE inconsistency for MV BLUE ORBIT/105N: COARRI shows discharge completed for bay 22, but BAPLIE still lists units in those slots. Older timestamp regressed the plan. All numeric identifiers are randomized placeholders; no credentials stored. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable. | Enabled conflict resolution preferring max(eventTime); reprocessed from quarantine; verified stowage/discharge alignment across systems. Communications used masked ticket references where applicable."
EDI/API,EDIFACT COARRI duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team
Vessel,"Schedule API intermittently returns 401 for MV EASTERN STAR/12B; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
EDI/API,Rate limiter throttled legitimate traffic after load surge. Hot keys on '/containers/search' created cache stampede; error budget burned for the window. Context tokens: EDIFACT. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team
EDI/API,Intermittent 401 on '/edi/upload/GLT3BJ' during webhook deliveries to Partner-C. slowest 5% of requests latency > 12s triggered breaker; retries hit max; delivery backlog observed. Downstream customer timeline showed gaps; Pasir Panjang Terminal 2 ops unaffected but visibility degraded. All numeric identifiers are randomized placeholders; no credentials stored. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable.
EDI/API,ANSI X12 214 duplicate detected with conflicting control numbers; later message had older eventTime. Quarantine spiked; publish paused to avoid regression. All numeric identifiers are randomized placeholders; no credentials stored. | Escalate to EDIAPI Product Team | Escalate to EDIAPI Product Team
Container Booking,Callback delivery failures for MSCU3183933. Webhook sender faced 504 due to peer TLS renegotiation. Queue grew and breaker opened. Affected endpoint '/auth/token'. | Tuned retry backoff and timeouts; scaled read replicas; enabled request coalescing. Rotated OAuth keys and hard-synced NTP; added idempotency on callbacks. | Tuned retry backoff and timeouts; scaled read replicas; enabled request coalescing. Rotated OAuth keys and hard-synced NTP; added idempotency on callbacks.
Vessel,"Schedule API intermittently returns 403 for MV TITAN CREST/105N; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Pasir Panjang. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
Container Report,Auth token rejection for CMAU6125292 on '/yard/locations'. Node clock skew surfacing as intermittent 401/403; partial data for ~18 minutes prior to mitigation. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA. | Introduced token-leeway (+60s); purged problematic cache entries; rebuilt hot keys. Shaped traffic during partner tests and published sanitized RCA.
EDI/API,OAuth token rejection spikes on '/auth/token'. Clock skew across nodes yielded 401/403 bursts; clients observed partial responses before circuit opened. Context tokens: PORTNET. All numeric identifiers are randomized placeholders; no credentials stored. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable. | Scaled read replicas and split hot key namespaces; added half-open probes to breaker; restored normal delivery and rebuilt backlog safely. Communications used masked ticket references where applicable.
EDI/API,Cron for backfill job misfired after DST adjustment; two runs overlapped causing duplicate API publications for the same event batch. All numeric identifiers are randomized placeholders; no credentials stored. | Scaled consumers and rebalanced partitions; drained DLQ with rate control; enabled poison-message quarantine and added SLO alerting. Communications used masked ticket references where applicable. | Scaled consumers and rebalanced partitions; drained DLQ with rate control; enabled poison-message quarantine and added SLO alerting. Communications used masked ticket references where applicable.
Vessel,"Schedule API intermittently returns 502 for MV STELLAR WIND/88D; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at Pasir Panjang Terminal 2. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
EDI/API,"Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-E, while TOS computed local UTC+8. Container MAEU9905428 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-HL47HJY7 not impacted operationally but customer view inconsistent. Context tokens: PORTNET, MAY-25. All numeric identifiers are randomized placeholders; no credentials stored. | Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-E, while TOS computed local UTC+8. Container MAEU9905428 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-HL47HJY7 not impacted operationally but customer view inconsistent. Context tokens: PORTNET, MAY-25. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict. | Time zone drift caused eventTime to serialize in UTC+0 for partner Partner-E, while TOS computed local UTC+8. Container MAEU9905428 milestones appeared out-of-order on the portal; ANSI X12 301 'Gate Out' overshadowed later 'Loaded' event. Booking BK-HL47HJY7 not impacted operationally but customer view inconsistent. Context tokens: PORTNET, MAY-25. All numeric identifiers are randomized placeholders; no credentials stored.', the resolution involves optimizing the system parameters and adjusting configurations to resolve the conflict."
Vessel,"ETA/ETB mismatch for MV SUNRISE REEF (IMO 1851952, CS-WWYRA) on voyage 211S. Berth plan shows ETB at TU13 while TOS differs by >90 minutes due to tidal constraints. Partner portal still displays outdated ETA; yard resource plan at PSA Keppel reflects older figures. Pilotage request pending; quay Q4 crane allocation misaligned. All numeric identifiers are randomized placeholders; no credentials stored. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable. | Reconciled ETA/ETB across systems; normalized times to port TZ and re-published. Triggered berth plan recalculation and crane profile refresh. Added drift guard to auto-alert on >30 min divergence. Communications used masked ticket references where applicable."
Container Booking,"Discrepancy between customer portal and TOS for container CMAU5939158 on voyage BT21. Portal shows 'Loaded @ BP02' while TOS indicates 'In Yard - Block E5'. Audit trail reveals a late yard move event, potentially overwritten by an older milestone. Booking BK-MPNSM43D and seal S6934-W3Z included (randomized placeholders). Yard crane QC07 handled the last move at PSA Pasir Panjang. | Escalate to Container Product Team | Escalate to Container Product Team"
Vessel,"Schedule API intermittently returns 504 for MV OCEAN DAWN/88D; slowest 5% of requests latency > 12s. External subscribers missed webhook pushes; fallback polling exposed gaps in berth window at PSA Keppel. All numeric identifiers are randomized placeholders; no credentials stored. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable. | Increased timeout, tuned backoff, enabled request coalescing. Rotated OAuth keys; enforced clock-skew tolerance; added SLI alerts for error-rate/latency. Communications used masked ticket references where applicable."
